image_id,dataset,class_label,orig_split,source_image,source_mask,width,height,n_lesions,lesion_area_px,lesion_ratio,contrast,edge_sharpness,mean_intensity,image_hash,split
benign_0001,BUSI,benign,,benign (1).png,benign (1)_mask.png,562,471,1,984,0.0037173878550218736,0.43023856533973787,191.31645464388507,132.37514639103597,96e5a08ef7b9c9429afac7aa75dfe0a6,
benign_0002,BUSI,benign,,benign (2).png,benign (2)_mask.png,557,473,1,9384,0.03561817498605107,0.33199514260732454,114.6873595542501,127.88180413799385,af08e8718a509791da991e015325091c,
benign_0003,BUSI,benign,,benign (3).png,benign (3)_mask.png,558,471,1,7022,0.02671810910972612,0.35711179906587454,138.33043523508363,113.44797540503313,0a1273ea3f74e4799c822d7ef9428c12,
benign_0004,BUSI,benign,,benign (4).png,benign (4)_mask.png | benign (4)_mask_1.png,555,465,2,2608,0.01010558946042817,0.3867944376206194,164.26054843932485,114.64103458297006,2b963bf372bee47cf0a117362dcb281f,
benign_0005,BUSI,benign,,benign (5).png,benign (5)_mask.png,549,496,1,3409,0.012519096304130678,0.3374604763513351,157.8249360436633,93.98917753687056,46043e8d74de32032ebfb8aa95f3b932,
benign_0006,BUSI,benign,,benign (6).png,benign (6)_mask.png,558,467,1,7412,0.028443584843391434,0.2911400856591752,159.6803265933692,63.539940748927414,d6274595b976caacdc96d4f9a6d94f70,
benign_0007,BUSI,benign,,benign (7).png,benign (7)_mask.png,624,578,1,2204,0.00611081536687073,0.3542767798733791,107.19910652885584,109.48447065477775,d77bccddb7e8e13fb51a6c813dbc9210,
benign_0008,BUSI,benign,,benign (8).png,benign (8)_mask.png,617,585,1,3997,0.011073709290889194,0.29001926514914195,90.84703651599601,107.80560196151768,9b2b5eaf768817119fe1f6a2cd3d0cbc,
benign_0009,BUSI,benign,,benign (9).png,benign (9)_mask.png,752,585,1,48785,0.11089516275686488,0.4075565025098591,101.59899482497384,49.57243362429533,fc89a35fe2d81190c6f06f16c71ce196,
benign_0010,BUSI,benign,,benign (10).png,benign (10)_mask.png,683,585,1,32918,0.08238665515385867,0.46343118707167325,115.63269801697257,103.24073281525698,c361932f412319342d95a68dd6229d50,
benign_0011,BUSI,benign,,benign (11).png,benign (11)_mask.png,689,587,1,1951,0.004823918327180839,0.4578223526642185,185.56376138096147,133.2340181434714,b4f7afd6b737975f89ed16ee99aeef3f,
benign_0012,BUSI,benign,,benign (12).png,benign (12)_mask.png,678,571,1,2890,0.007465038306753664,0.26846376959088136,70.29812694015904,87.84399361468003,72dc7812c39ccf5b5d6a48ff7a5247ba,
benign_0013,BUSI,benign,,benign (13).png,benign (13)_mask.png,678,571,1,52450,0.1354814045637473,0.4229430209019431,101.32954749855172,67.45613708806678,27c89910d1275404d33b932e1f880b32,
benign_0014,BUSI,benign,,benign (14).png,benign (14)_mask.png,699,531,1,4380,0.011800554464408397,0.18491435185334054,160.8848396405345,74.23784583303024,b45abfb0db9c2862c4f3e006fac9ebfa,
benign_0015,BUSI,benign,,benign (15).png,benign (15)_mask.png,701,526,1,3067,0.008317829499411487,0.3539424434023199,111.63192508874333,70.79220342476528,ac0c892066342baa91ab2ae2b3023dd5,
benign_0016,BUSI,benign,,benign (16).png,benign (16)_mask.png,558,462,1,2309,0.008956694440565408,0.3999963729426705,121.83385155917992,121.72148908439232,70efb94a91bed136cccfb9791de4efd0,
benign_0017,BUSI,benign,,benign (17).png,benign (17)_mask.png,558,463,1,5079,0.019659072435495483,0.43123430288475606,140.52446858511433,122.40197558388877,186a30e7d82f72ad9e551c0d1d86dacb,
benign_0018,BUSI,benign,,benign (18).png,benign (18)_mask.png,564,469,1,52484,0.1984152187391311,0.4191554041609484,73.36108767565338,103.21951035098066,2ce7b94bc0b85d87709c677a761e7dab,
benign_0019,BUSI,benign,,benign (19).png,benign (19)_mask.png,663,572,1,1890,0.004983704078726703,0.2460836927363538,76.17768887703063,66.45994314885718,44e92f0bdf87505d7288482cc4b949a9,
benign_0020,BUSI,benign,,benign (20).png,benign (20)_mask.png,319,473,1,6488,0.0429990655258571,0.3013940669169045,97.86135075762759,78.6213457753153,4696552f02c3ebfff024522d587dea23,
benign_0021,BUSI,benign,,benign (21).png,benign (21)_mask.png,558,451,1,1854,0.007367141120091553,0.3450339790716718,122.13105818335279,119.11903853642642,d566f8863d6e176188e67fadc586caba,
benign_0022,BUSI,benign,,benign (22).png,benign (22)_mask.png,562,463,1,13641,0.0524238487967226,0.2142340865759021,126.7644197374154,84.0573622437607,ed96231690475d1aa62313e08b2fde56,
benign_0023,BUSI,benign,,benign (23).png,benign (23)_mask.png,779,583,1,18935,0.04169263052204414,0.33408857448658574,74.26052519036996,115.57955288589629,a798efad39600b98f114c7836da36382,
benign_0024,BUSI,benign,,benign (24).png,benign (24)_mask.png,556,467,1,5465,0.021047401907168056,0.29118193135238457,85.46121999438652,83.2423782601328,9dae9a120dec8a290cbfc3d4e383820c,
benign_0025,BUSI,benign,,benign (25).png,benign (25)_mask.png | benign (25)_mask_1.png,770,583,2,5824,0.012973647278964603,0.39900502126508836,111.36496924405274,136.44967588157982,08dc9e43cb86ce9d602d5459084bf833,
benign_0026,BUSI,benign,,benign (26).png,benign (26)_mask.png,554,471,1,33610,0.12880651812335686,0.38747381789332885,98.80616092356973,67.96719093717185,2a8f14048be7132e78b575c6d8436c7f,
benign_0027,BUSI,benign,,benign (27).png,benign (27)_mask.png,774,576,1,6736,0.015109101349411427,0.45676536860524936,117.88938054668589,117.14259438702268,07f629f8d37149234c1f72593b9749ae,
benign_0028,BUSI,benign,,benign (28).png,benign (28)_mask.png,841,696,1,18616,0.03180395533505542,0.2632704434369811,68.39873341732269,94.40079714898793,293ecf1e262a2684061ca47596bebe5e,
benign_0029,BUSI,benign,,benign (29).png,benign (29)_mask.png,561,462,1,1415,0.005459484069109738,0.24881303867501334,120.29219379320111,56.165574769852846,a768fe588a550b2d2b55b298236d1845,
benign_0030,BUSI,benign,,benign (30).png,benign (30)_mask.png,557,462,1,3621,0.014071207069411737,0.27064295224049595,100.6572020298569,65.06725500711138,20a973179474ff94b5abade4f25c8ad9,
benign_0031,BUSI,benign,,benign (31).png,benign (31)_mask.png,557,467,1,1610,0.006189474817295161,0.3183763764234058,152.4108216015368,103.8378011602382,f644854d06dae3b14a48cb59a33e2497,
benign_0032,BUSI,benign,,benign (32).png,benign (32)_mask.png,656,611,1,48240,0.12035447686719093,0.12915489444119274,74.94874716892875,61.04914474472077,034ce26d595b8f3e680d8f51e9d332e0,
benign_0033,BUSI,benign,,benign (33).png,benign (33)_mask.png,556,468,1,15489,0.05952545655783066,0.4372181330339402,152.31578700075198,82.24802465719732,2d298c4c096f9e5ae8f9fb9b6579a124,
benign_0034,BUSI,benign,,benign (34).png,benign (34)_mask.png,558,471,1,13836,0.05264479601853754,0.5910466780735791,177.5371762794349,104.05905227191441,6df49b205d868be7f7c2fd248690e131,
benign_0035,BUSI,benign,,benign (35).png,benign (35)_mask.png,556,476,1,3048,0.011516836950607581,0.2707622428721487,123.37874636800494,76.81454416298894,126807b49d8cbc3f77f4761389153593,
benign_0036,BUSI,benign,,benign (36).png,benign (36)_mask.png,526,474,1,25483,0.10220837143636392,0.32530513702346614,95.93241485910148,68.55007540389212,f107dab50cabdb88aed68642b84e9a5f,
benign_0037,BUSI,benign,,benign (37).png,benign (37)_mask.png,557,468,1,4498,0.01725513664472372,0.1631917530326764,58.12725980762863,39.76779603799353,ad74f189ac5bc8368805fb4f96557a13,
